timestamp,address,date,type,weather,road_conditions,lightning,vehicles,num_of_participants,num_dead,num_injured,lon,lat
2019-02-07T11:30:00Z,"Советский район, г Астрахань, ул Кубанская, 74",2019-02-07,Столкновение,Пасмурно,Сухое,Светлое время суток,2,2,0,1,48.038982,46.323621
2019-02-07T21:35:00Z,Икрянинский район,2019-02-07,Опрокидывание,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",1,1,1,0,47.694226,45.786846
2019-02-07T18:30:00Z,Приволжский район,2019-02-07,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,1,41.397288,57.339991
2019-02-06T06:45:00Z,"Ленинский район, г Астрахань, ул Латвийская, 1 Б",2019-02-06,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,1,48.09633,46.353324
2019-02-05T01:05:00Z,"Ленинский район, г Астрахань, ул Новороссийская, 21",2019-02-05,Наезд на препятствие,Ясно,Сухое,"В темное время суток, освещение включено",1,2,2,0,48.099079,46.382545
2019-02-05T11:20:00Z,Наримановский район,2019-02-05,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,47.33269,46.425089
2019-02-05T07:50:00Z,"Кировский район, г Астрахань, ул Зеленая, 39",2019-02-05,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.064746,46.360881
2019-02-04T19:55:00Z,"Кировский район, г Астрахань, ул Куликова, 38 В",2019-02-04,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.067809,46.354948
2019-02-04T17:30:00Z,"Советский район, г Астрахань, пер Рождественского 1-й, 5",2019-02-04,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,2,48.062464,46.306361
2019-02-03T20:50:00Z,"Советский район, г Астрахань, ул Бакинская, 25",2019-02-03,Столкновение,Ясно,Мокрое,"В темное время суток, освещение включено",2,4,0,2,48.020665,46.339775
2019-02-02T12:50:00Z,Наримановский район,2019-02-02,Съезд с дороги,Ясно,Мокрое,Светлое время суток,1,1,0,1,47.33269,46.425089
2019-02-02T20:35:00Z,"Кировский район, г Астрахань, ул Победы, 57",2019-02-02,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,1,48.056247,46.357759
2019-02-02T20:30:00Z,"Ахтубинский район, г Ахтубинск, ул Черно-Иванова, 1",2019-02-02,Столкновение,Ясно,Сухое,"В темное время суток, освещение отсутствует",2,3,0,2,46.168465,48.2898
2019-02-02T19:50:00Z,"Советский район, г Астрахань, ул Сахалинская, 54",2019-02-02,Наезд на препятствие,Ясно,Мокрое,"В темное время суток, освещение включено",2,4,0,2,48.030214,46.3212
2019-02-01T15:30:00Z,Камызякский район,2019-02-01,Опрокидывание,Ясно,Сухое,Светлое время суток,1,1,0,1,48.078139,46.07766
2019-01-31T15:30:00Z,"Кировский район, г Астрахань",2019-01-31,Столкновение,Ясно,Сухое,Светлое время суток,5,4,0,1,48.063919,46.349468
2019-01-31T06:50:00Z,Наримановский район,2019-01-31,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",2,2,0,1,47.33269,46.425089
2019-01-31T18:10:00Z,"Кировский район, г Астрахань",2019-01-31,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.063919,46.349468
2019-01-31T16:05:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 127",2019-01-31,Падение пассажира,Ясно,Сухое,Светлое время суток,1,2,0,1,47.992665,46.308091
2019-01-31T15:40:00Z,Харабалинский район,2019-01-31,Опрокидывание,Ясно,Сухое,Светлое время суток,1,2,0,1,47.651377,47.408973
2019-01-30T19:30:00Z,"Кировский район, г Астрахань, ул Победы, 56 кор.1 литер А",2019-01-30,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.057703,46.357927
2019-01-30T17:30:00Z,"Советский район, г Астрахань, ул Кубанская, 17",2019-01-30,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.040725,46.328413
2019-01-30T16:35:00Z,"Ленинский район, г Астрахань, ул 28 Армии, .",2019-01-30,Столкновение,Пасмурно,Сухое,Светлое время суток,4,3,0,3,48.054298,46.373443
2019-01-29T14:06:00Z,"Советский район, г Астрахань, ул Главно-Продольная, 52",2019-01-29,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.052708,46.339284
2019-01-28T10:30:00Z,"Камызякский район, г Камызяк, ул Максима Горького, 75",2019-01-28,Наезд на пешехода,Ясно,Мокрое,Светлое время суток,1,2,0,1,48.07071,46.10666
2019-01-28T00:10:00Z,"Кировский район, г Астрахань, ул Нововосточная, .",2019-01-28,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.077906,46.351272
2019-01-28T16:50:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 127",2019-01-28,Столкновение,Ясно,Мокрое,Светлое время суток,2,3,0,1,47.992665,46.308091
2019-01-28T11:00:00Z,"Харабалинский район, г Харабали, ул Советская, 108 литер 16",2019-01-28,Наезд на пешехода,Пасмурно,Со снежным накатом,Светлое время суток,1,2,0,1,47.266009,47.403637
2019-01-27T17:45:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 58",2019-01-27,Наезд на препятствие,Пасмурно,Мокрое,Сумерки,1,1,0,1,47.994102,46.344491
2019-01-27T05:50:00Z,Икрянинский район,2019-01-27,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",2,2,0,2,47.694226,45.786846
2019-01-27T10:50:00Z,"Володарский район, с Актюбе, ул Дорожная, 8",2019-01-27,Опрокидывание,Туман,Сухое,Светлое время суток,1,2,1,1,48.445946,46.412738
2019-01-27T01:40:00Z,Приволжский район,2019-01-27,Опрокидывание,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",1,1,0,1,41.397288,57.339991
2019-01-27T01:40:00Z,Приволжский район,2019-01-27,Опрокидывание,Дождь,Мокрое,"В темное время суток, освещение отсутствует",1,1,0,1,41.397288,57.339991
2019-01-27T20:36:00Z,Лиманский район,2019-01-27,Наезд на велосипедиста,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",2,2,0,1,47.336984,45.839287
2019-01-27T18:10:00Z,"Трусовский район, г Астрахань, пер Ленинградский, 30",2019-01-27,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,2,47.996078,46.3622
2019-01-26T09:22:00Z,"Наримановский район, с Рассвет",2019-01-26,"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее какую-либо другую деятельность",Пасмурно,Сухое,Светлое время суток,2,3,0,1,47.957082,46.558908
2019-01-26T20:25:00Z,"Советский район, г Астрахань, ул Николая Островского, 150",2019-01-26,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,4,0,2,48.065213,46.336938
2019-01-25T20:20:00Z,"Советский район, г Астрахань, ул Богдана Хмельницкого, 94",2019-01-25,Столкновение,Ясно,Сухое,Светлое время суток,2,5,0,3,48.023351,46.335501
2019-02-21T08:20:00Z,"Ленинский район, г Астрахань, ул Татищева, .",2019-02-21,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.050849,46.370807
2019-02-21T13:20:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 165 А",2019-02-21,Столкновение,Ясно,Сухое,Светлое время суток,2,5,0,5,47.984921,46.299898
2019-02-21T14:20:00Z,"Кировский район, г Астрахань, ул Боевая, 20",2019-02-21,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.020683,46.339769
2019-02-21T07:55:00Z,"Ленинский район, г Астрахань, ул Куйбышева, 62",2019-02-21,Столкновение,Пасмурно,Сухое,Светлое время суток,2,3,0,2,48.040509,46.363338
2019-02-21T21:55:00Z,"Ленинский район, г Астрахань, ул Соликамская, .",2019-02-21,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение включено",2,3,1,2,48.102115,46.388115
2019-02-21T21:20:00Z,"Наримановский район, с Солянка, ул Магистральная, .",2019-02-21,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,48.001639,46.388718
2019-02-21T13:40:00Z,"Наримановский район, с Солянка, ул Магистральная, 2 А",2019-02-21,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,47.99986,46.390372
2019-02-20T17:15:00Z,"Кировский район, г Астрахань, ул Софьи Перовской, 103 к.25",2019-02-20,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.07831,46.346899
2019-02-20T07:25:00Z,"Кировский район, г Астрахань, ул Коммунистическая, 27",2019-02-20,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.043303,46.355091
2019-02-20T08:05:00Z,"Наримановский район, с Старокучергановка, ул Ленина, 84",2019-02-20,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,47.953893,46.325158
2019-02-20T08:30:00Z,"Советский район, г Астрахань, ул Николая Островского, 147",2019-02-20,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.066991,46.340329
2019-02-20T09:20:00Z,"Кировский район, г Астрахань, ул Ленина, 28",2019-02-20,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.039790000000004,46.347409
2019-02-20T22:40:00Z,"Ленинский район, г Астрахань, ул Куйбышева, 78",2019-02-20,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,3,0,2,48.040635,46.364874
2019-02-19T14:00:00Z,"Советский район, г Астрахань, ул Ахшарумова, 8",2019-02-19,Наезд на пешехода,Пасмурно,Сухое,Светлое время суток,1,2,0,1,48.022561,46.336285
2019-02-18T11:20:00Z,"Ленинский район, г Астрахань, ул Космонавта Комарова, 134",2019-02-18,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.117719,46.356012
2019-02-18T20:05:00Z,"Советский район, г Астрахань, ул Моздокская, 42 А",2019-02-18,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение включено",2,2,0,1,48.028786,46.329378
2019-02-18T21:40:00Z,"Советский район, г Астрахань, ул Николая Островского, 51",2019-02-18,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,1,48.023639,46.333839
2019-02-17T13:25:00Z,"Кировский район, г Астрахань, ул Софьи Перовской, 2",2019-02-17,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.056382,46.347552
2019-02-17T17:00:00Z,"Ленинский район, г Астрахань, ул Савушкина, 4 кор.1",2019-02-17,Наезд на пешехода,Пасмурно,Пыльное,Светлое время суток,1,2,0,1,48.049232,46.377441
2019-02-17T18:20:00Z,"Кировский район, г Астрахань, ул Коммунистическая, 17",2019-02-17,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение включено",2,4,0,3,48.042378,46.352286
2019-02-16T18:50:00Z,"Кировский район, г Астрахань, ул Победы, 30",2019-02-16,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.056113,46.350917
2019-02-15T21:35:00Z,"Советский район, г Астрахань, ул Кирова, 94",2019-02-15,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,48.038578,46.334412
2019-02-15T02:30:00Z,Енотаевский район,2019-02-15,Опрокидывание,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,1,0,1,47.096469,47.054217
2019-02-15T06:30:00Z,Володарский район,2019-02-15,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",2,5,0,4,42.985096,56.328289
2019-02-15T19:35:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 56 Б",2019-02-15,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,3,0,3,47.995279,46.345654
2019-02-14T01:40:00Z,Камызякский район,2019-02-14,Наезд на препятствие,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,2,48.078139,46.07766
2019-02-13T23:50:00Z,Енотаевский район,2019-02-13,Опрокидывание,Туман,Мокрое,"В темное время суток, освещение отсутствует",1,2,0,2,47.096469,47.054217
2019-02-12T13:10:00Z,"Кировский район, г Астрахань, ул Набережная 1 Мая, 107",2019-02-12,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.044794,46.346314
2019-02-12T15:35:00Z,"Советский район, г Астрахань, ул Боевая, 67",2019-02-12,Наезд на стоящее ТС,Ясно,Сухое,Светлое время суток,3,4,0,3,48.022453,46.329353
2019-02-12T21:15:00Z,Камызякский район,2019-02-12,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.078139,46.07766
2019-02-12T10:30:00Z,"Советский район, г Астрахань, ул Николая Островского, 148 У",2019-02-12,Столкновение,Ясно,Сухое,Светлое время суток,3,4,0,1,48.065006,46.334225000000004
2019-02-11T21:00:00Z,"Володарский район, п Володарский, ул Дорожная, 2Ж",2019-02-11,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,1,48.540125,46.408631
2019-02-11T14:30:00Z,"Лиманский район, с Заречное, ул Матросова, 149",2019-02-11,Наезд на препятствие,Ясно,Сухое,Светлое время суток,1,3,0,3,47.457368,45.878998
2019-02-10T20:35:00Z,"Енотаевский район, с Никольское, ул Кирова, 87",2019-02-10,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,1,46.40801,47.758592
2019-02-10T17:55:00Z,"Трусовский район, г Астрахань",2019-02-10,Столкновение,Ясно,Сухое,Светлое время суток,2,4,0,3,47.995629,46.351676
2019-02-09T20:20:00Z,"Ленинский район, г Астрахань, ул Соликамская, .",2019-02-09,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.102115,46.388115
2019-02-09T19:20:00Z,Лиманский район,2019-02-09,Наезд на препятствие,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,5,0,5,47.336984,45.839287
2019-02-09T22:00:00Z,"Ахтубинский район, г Ахтубинск, ул Мира, 46",2019-02-09,Наезд на препятствие,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,2,46.160928,48.258707
2019-02-09T17:15:00Z,Наримановский район,2019-02-09,Наезд на стоящее ТС,Ясно,Сухое,Светлое время суток,2,3,0,1,47.33269,46.425089
2019-02-09T03:50:00Z,Камызякский район,2019-02-09,Опрокидывание,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",1,1,0,1,48.078139,46.07766
2019-02-08T09:10:00Z,"Кировский район, г Астрахань, ул Победы, 24",2019-02-08,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,5,0,4,48.053723,46.348989
2019-02-08T17:10:00Z,Приволжский район,2019-02-08,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,41.397288,57.339991
2019-03-07T02:40:00Z,"Советский район, г Астрахань, ул Кубанская, 56",2019-03-07,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.038775,46.32664
2019-03-07T18:00:00Z,"Трусовский район, г Астрахань",2019-03-07,Столкновение,Пасмурно,Сухое,Светлое время суток,2,2,0,1,47.995629,46.351676
2019-03-07T22:10:00Z,"Ленинский район, г Астрахань, ул Татищева, 44",2019-03-07,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,4,0,2,48.051459,46.370377
2019-03-06T12:40:00Z,"Трусовский район, г Астрахань, ул Керченская 5-я, 18",2019-03-06,Столкновение,Ясно,Сухое,Светлое время суток,3,5,0,3,47.983223,46.344815
2019-03-06T21:00:00Z,Красноярский район,2019-03-06,Иной вид ДТП,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,2,50.392586,53.602873
2019-03-06T18:00:00Z,Лиманский район,2019-03-06,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,47.336984,45.839287
2019-03-04T12:35:00Z,"Советский район, г Астрахань, ул Боевая, 63",2019-03-04,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.022821,46.330759
2019-03-03T18:30:00Z,"Трусовский район, г Астрахань, ул Молдавская, 80",2019-03-03,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,47.990491,46.363624
2019-03-03T12:45:00Z,"Ахтубинский район, г Ахтубинск, ул Нестерова, 2б",2019-03-03,Наезд на стоящее ТС,Ясно,Сухое,Светлое время суток,2,2,0,1,46.17195,48.28203
2019-03-03T12:50:00Z,"Кировский район, г Астрахань, ул Победы, 53",2019-03-03,Столкновение,Пасмурно,Сухое,Светлое время суток,3,3,0,1,48.056194,46.353797
2019-03-02T19:20:00Z,"Ленинский район, г Астрахань, ул Яблочкова, 1 Г",2019-03-02,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.080493,46.371658
2019-03-01T11:20:00Z,Ахтубинский район,2019-03-01,Столкновение,Пасмурно,Заснеженное,Светлое время суток,2,3,0,1,46.371134,48.268094
2019-03-01T11:20:00Z,Ахтубинский район,2019-03-01,Столкновение,Снегопад,Заснеженное,Светлое время суток,2,3,0,1,46.371134,48.268094
2019-03-01T13:05:00Z,"Ленинский район, г Астрахань, ул Маркина, 51",2019-03-01,Наезд на пешехода,Пасмурно,Загрязненное,Светлое время суток,1,2,0,1,48.082182,46.367983
2019-03-01T19:10:00Z,"Наримановский район, с Солянка, ул Николаевское шоссе, 48",2019-03-01,Наезд на препятствие,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",3,3,0,1,47.987257,46.378697
2019-02-28T07:30:00Z,"Кировский район, г Астрахань, ул Студенческая, 5",2019-02-28,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.069947,46.344603
2019-02-28T08:40:00Z,"Кировский район, г Астрахань, ул Магнитогорская, 34",2019-02-28,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.057334,46.348137
2019-02-27T17:20:00Z,"Трусовский район, г Астрахань, ул Хибинская, 2в",2019-02-27,Наезд на пешехода,Пасмурно,Сухое,Сумерки,1,2,0,1,47.996572,46.366945
2019-02-26T03:00:00Z,Наримановский район,2019-02-26,Опрокидывание,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",1,3,0,1,47.33269,46.425089
2019-02-26T12:47:00Z,"Советский район, г Астрахань, ул Дубровинского, 68",2019-02-26,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.025175,46.331189
2019-02-26T09:15:00Z,Красноярский район,2019-02-26,Опрокидывание,Снегопад,Гололедица,Светлое время суток,1,1,0,1,50.392586,53.602873
2019-02-25T19:50:00Z,"Советский район, г Астрахань, ул Николая Островского, 47",2019-02-25,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,3,0,1,48.021231,46.333609
2019-02-24T10:21:00Z,Красноярский район,2019-02-24,Столкновение,Ясно,Сухое,Светлое время суток,3,7,0,4,50.392586,53.602873
2019-02-24T10:20:00Z,Красноярский район,2019-02-24,Столкновение,Ясно,Сухое,Светлое время суток,3,4,0,2,50.392586,53.602873
2019-02-24T16:10:00Z,"Советский район, г Астрахань, ул Николая Островского, 146 А",2019-02-24,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.055852,46.333746
2019-02-23T10:45:00Z,"Советский район, г Астрахань, проезд Воробьева, 7 А",2019-02-23,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.050364,46.329832
2019-02-23T17:55:00Z,"Трусовский район, г Астрахань, ул Чкалова, 64",2019-02-23,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,3,0,1,47.959472,46.313775
2019-02-23T21:10:00Z,Ахтубинский район,2019-02-23,Опрокидывание,Снегопад,Со снежным накатом,"В темное время суток, освещение отсутствует",1,2,0,1,46.371134,48.268094
2019-02-23T14:10:00Z,"Советский район, г Астрахань, ул Боевая, 72а",2019-02-23,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.021249,46.327393
2019-02-23T16:00:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 201",2019-02-23,Столкновение,Пасмурно,Сухое,Светлое время суток,2,2,0,1,47.983367,46.297669
2019-02-22T16:00:00Z,"Советский район, г Астрахань, проезд Аэропортовский, 38",2019-02-22,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,47.991488,46.292588
2019-02-22T13:50:00Z,"Ленинский район, г Астрахань, ул Чехова, 81",2019-02-22,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.041542,46.365316
2019-02-22T08:30:00Z,"Наримановский район, с Солянка, ул Магистральная, .",2019-02-22,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.001639,46.388718
2019-03-21T22:45:00Z,"Кировский район, г Астрахань, ул 11 Красной Армии, 15 кор.1",2019-03-21,Наезд на стоящее ТС,Ясно,Пыльное,"В темное время суток, освещение включено",3,2,0,2,48.084032,46.360751
2019-03-21T13:40:00Z,"Кировский район, г Астрахань, ул Свердлова, 11",2019-03-21,Падение пассажира,Ясно,Пыльное,Светлое время суток,1,2,0,1,48.034697,46.35366
2019-03-21T22:00:00Z,"Ахтубинский район, с Успенка, нп Микрорайон, 9",2019-03-21,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,NA,NA
2019-03-21T21:39:00Z,Харабалинский район,2019-03-21,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",3,2,1,0,47.651377,47.408973
2019-03-20T23:30:00Z,"Володарский район, п Володарский, ул Маяковского, 2",2019-03-20,Опрокидывание,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.54308,46.404194
2019-03-20T00:05:00Z,"Советский район, г Астрахань, ул Боевая, 42",2019-03-20,Наезд на препятствие,Ясно,Пыльное,"В темное время суток, освещение включено",1,1,0,1,48.021222,46.33631
2019-03-20T13:00:00Z,"Ленинский район, г Астрахань",2019-03-20,Наезд на пешехода,Ясно,Пыльное,Светлое время суток,1,2,0,1,48.106787,46.394381
2019-03-20T12:30:00Z,"Трусовский район, г Астрахань, ул Молдавская, 80",2019-03-20,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,47.990491,46.363624
2019-03-19T20:00:00Z,"Трусовский район, г Астрахань, ул Магистральная, 30а",2019-03-19,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,2,47.992422,46.402771
2019-03-18T12:15:00Z,"Наримановский район, с Солянка, ул Магистральная, 1",2019-03-18,Столкновение,Ясно,Сухое,Светлое время суток,2,4,0,3,48.004891,46.386157
2019-03-18T03:55:00Z,Енотаевский район,2019-03-18,Опрокидывание,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,1,1,0,47.096469,47.054217
2019-03-17T13:30:00Z,"Ленинский район, г Астрахань, ул Бабаевского, 116",2019-03-17,Столкновение,Пасмурно,Сухое,Светлое время суток,2,2,0,1,48.104963,46.39921
2019-03-17T12:45:00Z,"Трусовский район, г Астрахань, ул Вильямса, 97Б",2019-03-17,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,47.94359,46.285464
2019-03-17T10:05:00Z,"Ленинский район, г Астрахань, ул Латвийская, 12",2019-03-17,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.096833,46.354668
2019-03-17T09:45:00Z,"Ленинский район, г Астрахань, ул Автозаправочная, ,",2019-03-17,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.105313,46.408792
2019-03-16T04:00:00Z,Красноярский район,2019-03-16,Наезд на препятствие,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",1,1,0,1,50.392586,53.602873
2019-03-16T19:30:00Z,"Трусовский район, г Астрахань, ул Магистральная, 1 Б",2019-03-16,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,2,47.972668,46.432151
2019-03-16T21:00:00Z,"Ленинский район, г Астрахань, ул Бабаевского, 29",2019-03-16,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.092144,46.40031
2019-03-16T16:00:00Z,"Кировский район, г Астрахань, ул Набережная 1 Мая, 56",2019-03-16,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.029487,46.343794
2019-03-15T19:25:00Z,"Трусовский район, г Астрахань, ул Льва Толстого, 19",2019-03-15,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.008098,46.359128
2019-03-15T20:40:00Z,Черноярский район,2019-03-15,Наезд на препятствие,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,1,0,1,45.966227,48.010561
2019-03-14T00:25:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 6",2019-03-14,Наезд на пешехода,Ясно,Пыльное,"В темное время суток, освещение включено",1,2,1,0,48.004028,46.353082
2019-03-14T14:50:00Z,"ЗАТО г. Знаменск, г Знаменск, ул Фрунзе, 1",2019-03-14,"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее производство работ",Ясно,Сухое,Светлое время суток,1,2,0,1,45.726907,48.584953
2019-03-13T22:09:00Z,"Ахтубинский район, г Ахтубинск, ул Циолковского, 8",2019-03-13,Наезд на пешехода,Дождь,Мокрое,"В темное время суток, освещение отсутствует",1,2,0,1,46.171914,48.283079
2019-03-13T11:00:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 66 Г",2019-03-13,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,47.979145,46.294724
2019-03-12T17:00:00Z,"Советский район, г Астрахань, ул Звездная, 5",2019-03-12,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.046132,46.325445
2019-03-12T09:10:00Z,"Ленинский район, г Астрахань",2019-03-12,Иной вид ДТП,Ясно,Сухое,Светлое время суток,1,2,0,1,48.106787,46.394381
2019-03-12T13:45:00Z,"Кировский район, г Астрахань, ул Адмиралтейская, 8",2019-03-12,Падение пассажира,Ясно,Сухое,Светлое время суток,1,2,0,1,48.025363,46.346501
2019-03-12T16:00:00Z,"Кировский район, г Астрахань, ул Победы, 41",2019-03-12,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,2,48.056032,46.35208
2019-03-12T17:30:00Z,"Приволжский район, п Новоначаловский, ул Кутумная, 19",2019-03-12,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.131311,46.330075
2019-03-11T08:54:00Z,"Ленинский район, г Астрахань, ул Латышева, 2",2019-03-11,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.052493,46.379045
2019-03-11T15:00:00Z,Красноярский район,2019-03-11,Столкновение,Ясно,Сухое,Светлое время суток,3,4,0,1,50.392586,53.602873
2019-03-11T14:57:00Z,"Ленинский район, г Астрахань, ул Яблочкова, 23а",2019-03-11,Столкновение,Ясно,Сухое,Светлое время суток,3,2,0,1,48.069381,46.364849
2019-03-11T20:30:00Z,"Кировский район, г Астрахань, ул Набережная Приволжского затона, 36корп1",2019-03-11,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,4,0,2,48.004127,46.333927
2019-03-11T10:00:00Z,"Ленинский район, г Астрахань",2019-03-11,Наезд на пешехода,Ясно,Пыльное,Светлое время суток,1,2,0,1,48.106787,46.394381
2019-03-10T17:40:00Z,"Приволжский район, с Карагали, ул Кизанская, 1 а",2019-03-10,Столкновение,Ясно,Сухое,Светлое время суток,2,4,0,2,47.993904,46.258116
2019-03-10T01:10:00Z,"Кировский район, г Астрахань, ул Свердлова, 9",2019-03-10,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,3,0,1,48.034356,46.353847
2019-03-09T11:04:00Z,"Ленинский район, г Астрахань, ул Славянская, 18ж",2019-03-09,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.097696,46.361497
